Name,System,Year,Platform,Genre,Publisher,Global_Sales,Critic_Score
Lemony Snicket's A Series of Unfortunate Events,PLAYSTATION,2004,PS2,Platform,Activision,0.64,63
Lost Planet: Extreme Condition,PLAYSTATION,2008,PS3,Shooter,Capcom,0.64,67
X-Men Legends II: Rise of Apocalypse,PLAYSTATION,2005,PS2,Role-Playing,Activision,0.63,82
LEGO Star Wars II: The Original Trilogy,XBOX,2006,X360,Action,LucasArts,0.63,81
Tony Hawk's Pro Skater 2x,XBOX,2001,XB,Sports,Activision,0.63,78
NBA Live 08,PLAYSTATION,2007,PS3,Sports,Electronic Arts,0.63,73
FIFA Soccer 2003,XBOX,2002,XB,Sports,Electronic Arts,0.63,88
The Lord of the Rings: Conquest,XBOX,2009,X360,Action,Electronic Arts,0.63,55
NASCAR 06: Total Team Control,PLAYSTATION,2005,PS2,Racing,Electronic Arts,0.63,78
Iron Man,PLAYSTATION,2008,PSP,Action,Sega,0.63,44
White Knight Chronicles II,PLAYSTATION,2010,PS3,Role-Playing,Sony Computer Entertainment,0.63,60
Juiced 2: Hot Import Nights,XBOX,2007,X360,Racing,THQ,0.63,68
Wolfenstein,PLAYSTATION,2009,PS3,Shooter,Activision,0.63,71
The Walking Dead: Survival Instinct,XBOX,2013,X360,Shooter,Activision,0.63,32
Ape Escape 2,PLAYSTATION,2002,PS2,Platform,Sony Computer Entertainment,0.63,82
Sega Rally Revo,PLAYSTATION,2007,PS3,Racing,Sega,0.63,75
Shin Megami Tensei: Persona 3 FES,PLAYSTATION,2007,PS2,Role-Playing,Tecmo Koei,0.63,89
FIFA Soccer 2002,PLAYSTATION,2001,PS2,Sports,Electronic Arts,0.63,82
Condemned 2: Bloodshot,XBOX,2008,X360,Action,Sega,0.63,80
Okami,PLAYSTATION,2006,PS2,Action,Capcom,0.63,93
Shin Megami Tensei: Persona 3 Portable,PLAYSTATION,2009,PSP,Role-Playing,Ghostlight,0.63,89
NHL 2001,PLAYSTATION,2000,PS,Sports,Electronic Arts,0.63,88
Buzz Lightyear of Star Command,PLAYSTATION,2000,PS,Platform,Activision,0.63,54
NHL 16,PLAYSTATION,2015,PS4,Sports,Electronic Arts,0.63,78
Tony Hawk's Project 8,PLAYSTATION,2006,PS3,Sports,Activision,0.63,76
Ghostbusters: The Video Game,XBOX,2009,X360,Action,Atari,0.63,79
XCOM: Enemy Unknown,XBOX,2012,X360,Strategy,Take-Two Interactive,0.62,90
Tony Hawk's American Wasteland,XBOX,2005,XB,Sports,Activision,0.62,77
Wild ARMs 3,PLAYSTATION,2002,PS2,Role-Playing,Ubisoft,0.62,78
Tiger Woods PGA Tour 2004,XBOX,2003,XB,Sports,Electronic Arts,0.62,89
Tak 2: The Staff of Dreams,PLAYSTATION,2004,PS2,Platform,THQ,0.62,71
Just Dance 3,PLAYSTATION,2011,PS3,Misc,Ubisoft,0.62,75
Guitar Hero: Metallica,PLAYSTATION,2009,PS3,Misc,Activision,0.62,86
Strike Force Bowling,PLAYSTATION,2004,PS2,Sports,Play It,0.62,48
XGRA: Extreme G-Racing Association,PLAYSTATION,2004,PS2,Racing,Eidos Interactive,0.62,68
Mafia III,XBOX,2016,XOne,Action,Take-Two Interactive,0.62,67
Prince of Persia: The Forgotten Sands,XBOX,2010,X360,Action,Ubisoft,0.62,74
Warriors Orochi 3,PLAYSTATION,2011,PS3,Action,Ubisoft Annecy,0.62,70
Tiger Woods PGA Tour 12: The Masters,XBOX,2011,X360,Sports,Electronic Arts,0.62,80
Wall-E,XBOX,2008,X360,Platform,THQ,0.62,50
NieR,PLAYSTATION,2010,PS3,Role-Playing,Square Enix,0.61,68
2014 FIFA World Cup Brazil,PLAYSTATION,2014,PS3,Sports,Electronic Arts,0.61,73
NBA 2K9,PLAYSTATION,2008,PS3,Sports,Take-Two Interactive,0.61,82
NFL Fever 2003,XBOX,2002,XB,Sports,Microsoft Game Studios,0.61,72
Samurai Warriors 2,PLAYSTATION,2006,PS2,Action,Tecmo Koei,0.61,58
Wet,PLAYSTATION,2009,PS3,Shooter,Bethesda Softworks,0.61,70
Plants vs. Zombies: Garden Warfare,PLAYSTATION,2014,PS4,Shooter,Electronic Arts,0.61,75
Robotech: Battlecry,PLAYSTATION,2002,PS2,Shooter,TDK Mediactive,0.61,72
Disney Universe,PLAYSTATION,2011,PS3,Action,Disney Interactive Studios,0.61,70
Jak and Daxter: The Lost Frontier,PLAYSTATION,2009,PSP,Platform,Sony Computer Entertainment,0.61,71
Time Crisis 3,PLAYSTATION,2003,PS2,Shooter,Namco Bandai Games,0.61,81
Vanquish,PLAYSTATION,2010,PS3,Shooter,Sega,0.61,84
Half-Life 2,XBOX,2005,XB,Shooter,Electronic Arts,0.61,90
Tony Hawk: RIDE,XBOX,2009,X360,Sports,Activision,0.61,46
Borderlands: The Pre-Sequel,PLAYSTATION,2014,PS3,Shooter,Take-Two Interactive,0.61,77
Major League Baseball 2K8,XBOX,2008,X360,Sports,Bethesda Softworks,0.61,70
Sacred 2: Fallen Angel,PLAYSTATION,2009,PS3,Role-Playing,Deep Silver,0.61,70
pro evolution soccer 2011,XBOX,2010,X360,Sports,Konami Digital Entertainment,0.61,79
Major League Baseball 2K9,XBOX,2009,X360,Sports,Spike,0.61,64
Dragon Ball Z: Ultimate Tenkaichi,PLAYSTATION,2011,PS3,Fighting,Namco Bandai Games,0.61,58
Naruto: Ultimate Ninja,PLAYSTATION,2003,PS2,Fighting,Atari,0.61,75
Shadow The Hedgehog,PLAYSTATION,2005,PS2,Platform,Sega,0.6,45
Aliens: Colonial Marines,PLAYSTATION,2013,PS3,Shooter,Sega,0.6,43
Backyard Wrestling: Don't Try This at Home,PLAYSTATION,2003,PS2,Fighting,Eidos Interactive,0.6,51
Yakuza: Dead Souls,PLAYSTATION,2011,PS3,Shooter,Sega,0.6,64
Fight Night Round 2,XBOX,2005,XB,Fighting,Electronic Arts,0.6,88
Dead Island: Riptide,PLAYSTATION,2013,PS3,Action,Deep Silver,0.6,62
Kinect Sports Rivals,XBOX,2014,XOne,Sports,Microsoft Game Studios,0.6,60
NBA 2K8,PLAYSTATION,2007,PS2,Sports,Take-Two Interactive,0.6,72
Dynasty Warriors 8,PLAYSTATION,2013,PS3,Action,Tecmo Koei,0.6,68
Secret Agent Clank,PLAYSTATION,2009,PS2,Platform,Sony Computer Entertainment,0.6,61
Call of Juarez: Bound in Blood,XBOX,2009,X360,Shooter,Ubisoft,0.6,77
Fighters Uncaged,XBOX,2010,X360,Fighting,Ubisoft,0.6,32
Rayman Arena,PLAYSTATION,2001,PS2,Racing,Ubisoft,0.6,63
Jaws Unleashed,PLAYSTATION,2006,PS2,Action,THQ,0.6,52
Half-Life,PLAYSTATION,2001,PS2,Shooter,Vivendi Games,0.6,87
Split/Second,XBOX,2010,X360,Racing,Disney Interactive Studios,0.6,82
LEGO The Hobbit,PLAYSTATION,2014,PS4,Action,Warner Bros. Interactive Entertainment,0.6,72
WWE 2K17,PLAYSTATION,2016,PS4,Sports,Take-Two Interactive,0.6,69
NHL 15,PLAYSTATION,2014,PS4,Sports,Electronic Arts,0.6,60
Hot Wheels: Stunt Track Challenge,PLAYSTATION,2004,PS2,Racing,THQ,0.59,62
Monopoly,XBOX,2008,X360,Misc,Electronic Arts,0.59,56
Tony Hawk: RIDE,PLAYSTATION,2009,PS3,Sports,Activision,0.59,44
NHL 11,PLAYSTATION,2010,PS3,Sports,Electronic Arts,0.59,88
Yakuza 5,PLAYSTATION,2012,PS3,Action,Sega,0.59,83
2002 FIFA World Cup,PLAYSTATION,2002,PS2,Sports,Electronic Arts,0.59,73
MVP Baseball 2004,XBOX,2004,XB,Sports,Electronic Arts,0.59,90
WWE 2K16,XBOX,2015,XOne,Sports,Take-Two Interactive,0.59,72
Dead or Alive Xtreme Beach Volleyball,XBOX,2003,XB,Sports,Microsoft Game Studios,0.59,73
Silent Hill: Shattered Memories,PLAYSTATION,2010,PS2,Action,Konami Digital Entertainment,0.59,77
Blur,XBOX,2010,X360,Racing,Activision,0.59,82
Mega Man Anniversary Collection,PLAYSTATION,2004,PS2,Platform,Capcom,0.59,81
Metal Gear Solid V: Ground Zeroes,PLAYSTATION,2014,PS3,Action,Konami Digital Entertainment,0.59,66
Naruto: The Broken Bond,XBOX,2008,X360,Action,Ubisoft,0.59,80
The Fight: Lights Out,PLAYSTATION,2010,PS3,Fighting,Sony Computer Entertainment,0.59,48
Mega Man X7,PLAYSTATION,2003,PS2,Action,Capcom,0.58,58
Final Fantasy Anniversary Edition,PLAYSTATION,2007,PSP,Role-Playing,Square Enix,0.58,67
SoulCalibur V,XBOX,2012,X360,Fighting,Namco Bandai Games,0.58,77
Romancing SaGa,PLAYSTATION,2005,PS2,Role-Playing,Square Enix,0.58,58
Lost: Via Domus,XBOX,2008,X360,Action,Ubisoft,0.58,55
Game Party in Motion,XBOX,2010,X360,Misc,Warner Bros. Interactive Entertainment,0.58,33
The Lord of the Rings: The Third Age,PLAYSTATION,2004,PS2,Role-Playing,Electronic Arts,0.58,73
NCAA Football 09,PLAYSTATION,2008,PS3,Sports,Electronic Arts,0.58,81
MLB 11: The Show,PLAYSTATION,2011,PS3,Sports,Sony Computer Entertainment,0.58,90
Kinect Rush: A Disney Pixar Adventure,XBOX,2012,X360,Adventure,Microsoft Game Studios,0.58,68
Terminator 3: Rise of the Machines,PLAYSTATION,2003,PS2,Action,Atari,0.58,38
Tom Clancy's HAWX,XBOX,2009,X360,Action,Ubisoft,0.58,73
Alice: Madness Returns,PLAYSTATION,2011,PS3,Adventure,Electronic Arts,0.58,70
NBA 2K7,XBOX,2006,X360,Sports,Take-Two Interactive,0.58,84
NHL 12,PLAYSTATION,2011,PS3,Sports,Electronic Arts,0.58,86
Unreal Tournament,PLAYSTATION,2000,PS2,Shooter,Infogrames,0.58,77
Digimon World 2,PLAYSTATION,2000,PS,Role-Playing,Namco Bandai Games,0.58,42
Prince of Persia: The Two Thrones,XBOX,2005,XB,Action,Ubisoft,0.58,85
JoJo's Bizarre Adventure: All Star Battle,PLAYSTATION,2013,PS3,Fighting,Namco Bandai Games,0.58,71
Contra: Shattered Soldier,PLAYSTATION,2002,PS2,Shooter,Konami Digital Entertainment,0.58,78
Rayman Legends,PLAYSTATION,2013,PS3,Platform,Ubisoft,0.58,91
Tenchu 2: Birth of the Stealth Assassins,PLAYSTATION,2000,PS,Action,Activision,0.58,77
Naruto: Uzumaki Chronicles 2,PLAYSTATION,2006,PS2,Action,Namco Bandai Games,0.58,52
NHL 06,PLAYSTATION,2005,PS2,Sports,Electronic Arts,0.58,78
Parasite Eve II,PLAYSTATION,1999,PS,Role-Playing,SquareSoft,0.58,79
Far Cry Instincts,XBOX,2005,XB,Shooter,Ubisoft,0.57,85
ATV Offroad Fury: Blazin' Trails,PLAYSTATION,2005,PSP,Racing,SouthPeak Games,0.57,63
Tales of the Abyss,PLAYSTATION,2005,PS2,Role-Playing,Namco Bandai Games,0.57,78
Payday 2,XBOX,2013,X360,Shooter,505 Games,0.57,75
Blacksite: Area 51,XBOX,2007,X360,Shooter,Midway Games,0.57,62
XCOM: Enemy Unknown,PLAYSTATION,2012,PS3,Strategy,Take-Two Interactive,0.57,89
Titanfall 2,XBOX,2016,XOne,Shooter,Electronic Arts,0.57,87
BlazBlue: Calamity Trigger,PLAYSTATION,2009,PS3,Fighting,PQube,0.57,87
Iron Man,XBOX,2008,X360,Action,Sega,0.57,45
Naruto: Ultimate Ninja 2,PLAYSTATION,2004,PS2,Fighting,Namco Bandai Games,0.57,73
NHL 10,PLAYSTATION,2009,PS3,Sports,Electronic Arts,0.57,88
Rock Band 3,PLAYSTATION,2010,PS3,Misc,MTV Games,0.57,91
Blood Wake,XBOX,2001,XB,Shooter,Microsoft Game Studios,0.57,71
Dynasty Warriors 5: Xtreme Legends,PLAYSTATION,2005,PS2,Action,Tecmo Koei,0.57,57
WWE 2K15,XBOX,2014,XOne,Sports,Take-Two Interactive,0.57,56
FIFA World Cup Germany 2006,PLAYSTATION,2006,PS2,Sports,Electronic Arts,0.57,77
Wreckless: ThE YaKuza MisSiOns,XBOX,2002,XB,Racing,Activision,0.57,74
Defiance,XBOX,2013,X360,Shooter,Trion Worlds,0.57,60
Disgaea 4: A Promise Unforgotten,PLAYSTATION,2011,PS3,Role-Playing,Nippon Ichi Software,0.57,80
SpongeBob SquarePants: Battle for Bikini Bottom,XBOX,2003,XB,Platform,THQ,0.57,70
Doom 3 BFG Edition,PLAYSTATION,2012,PS3,Shooter,Bethesda Softworks,0.57,67
Spider-Man 3,XBOX,2007,X360,Platform,Activision,0.57,63
Pro Evolution Soccer 2012,PLAYSTATION,2011,PSP,Action,Konami Digital Entertainment,0.57,74
Disney Universe,XBOX,2011,X360,Action,Disney Interactive Studios,0.57,66
RalliSport Challenge,XBOX,2002,XB,Racing,Microsoft Game Studios,0.57,87
Resident Evil Outbreak File #2,PLAYSTATION,2004,PS2,Action,Capcom,0.57,58
Top Spin 3,PLAYSTATION,2008,PS3,Action,Take-Two Interactive,0.57,75
XIII,PLAYSTATION,2003,PS2,Shooter,Ubisoft,0.57,73
Tomb Raider: Anniversary,PLAYSTATION,2007,PSP,Action,Eidos Interactive,0.57,78
3D Dot Game Heroes,PLAYSTATION,2009,PS3,Role-Playing,SouthPeak Games,0.57,77
Breath of Fire IV,PLAYSTATION,2000,PS,Role-Playing,Capcom,0.56,83
Odin Sphere,PLAYSTATION,2007,PS2,Role-Playing,Square Enix,0.56,83
Arena Football,PLAYSTATION,2006,PS2,Sports,Electronic Arts,0.56,66
NHL Hitz 20-02,PLAYSTATION,2001,PS2,Sports,Midway Games,0.56,78
The Sims: Bustin' Out,XBOX,2003,XB,Simulation,Electronic Arts,0.56,81
NCAA March Madness 07,PLAYSTATION,2007,PS2,Sports,Electronic Arts,0.56,63
"Monsters, Inc. Scream Team",PLAYSTATION,2001,PS,Platform,Sony Computer Entertainment,0.56,65
"Warhammer 40,000: Space Marine",XBOX,2011,X360,Shooter,THQ,0.56,76
Top Spin 3,XBOX,2008,X360,Action,Take-Two Interactive,0.56,78
Cabela's Big Game Hunter 2005 Adventures,PLAYSTATION,2004,PS2,Sports,Activision,0.56,55
LEGO Rock Band,XBOX,2009,X360,Misc,Warner Bros. Interactive Entertainment,0.56,71
Battlefield 2: Modern Combat,XBOX,2005,XB,Shooter,Electronic Arts,0.56,80
Tom Clancy's HAWX,PLAYSTATION,2009,PS3,Action,Ubisoft,0.56,74
All-Star Baseball 2002,PLAYSTATION,2001,PS2,Sports,Acclaim Entertainment,0.56,77
WWE Raw 2,XBOX,2003,XB,Fighting,THQ,0.56,68
Manhunt 2,PLAYSTATION,2007,PS2,Action,Take-Two Interactive,0.56,67
Fullmetal Alchemist and the Broken Angel,PLAYSTATION,2003,PS2,Role-Playing,Square Enix,0.56,56
Tony Hawk's Project 8,PLAYSTATION,2006,PSP,Sports,Activision,0.56,68
Batman Begins,PLAYSTATION,2005,PS2,Action,Electronic Arts,0.56,64
Tony Hawk's Proving Ground,XBOX,2007,X360,Sports,Activision,0.56,72
Dr. Seuss' The Cat in the Hat,PLAYSTATION,2003,PS2,Misc,Vivendi Games,0.56,56
Wolfenstein,XBOX,2009,X360,Shooter,Activision,0.56,72
Blinx: The Time Sweeper,XBOX,2002,XB,Platform,Microsoft Game Studios,0.56,71
ESPN NFL Football,PLAYSTATION,2003,PS2,Sports,Sega,0.56,91
Major League Baseball 2K5,XBOX,2005,XB,Sports,Take-Two Interactive,0.56,81
Quantum Break,XBOX,2016,XOne,Action,Microsoft Game Studios,0.56,77
Archer Maclean's Mercury,PLAYSTATION,2005,PSP,Puzzle,Ignition Entertainment,0.56,75
TMNT,XBOX,2007,X360,Action,Ubisoft,0.56,58
Soldier of Fortune: Gold Edition,PLAYSTATION,2001,PS2,Shooter,Codemasters,0.56,59
Final Fantasy IV: The Complete Collection,PLAYSTATION,2011,PSP,Role-Playing,Square Enix,0.56,77
Frontlines: Fuel of War,XBOX,2008,X360,Shooter,THQ,0.56,75
MX 2002 Featuring Ricky Carmichael,PLAYSTATION,2001,PS2,Racing,THQ,0.56,76
NCAA Football 07,XBOX,2006,XB,Sports,Electronic Arts,0.56,88
Lunar: Silver Star Story Complete,PLAYSTATION,1998,PS,Role-Playing,Kadokawa Shoten,0.55,78
God of War: Origins Collection,PLAYSTATION,2011,PS3,Action,Sony Computer Entertainment,0.55,84
Soul Reaver 2,PLAYSTATION,2001,PS2,Action,Eidos Interactive,0.55,80
Metal Gear Solid 3: Subsistence,PLAYSTATION,2005,PS2,Action,Konami Digital Entertainment,0.55,94
Enslaved: Odyssey to the West,PLAYSTATION,2010,PS3,Action,Namco Bandai Games,0.55,80
WWF Raw,XBOX,2002,XB,Fighting,THQ,0.55,68
Guitar Hero Live,XBOX,2015,XOne,Misc,Activision,0.55,81
Extermination,PLAYSTATION,2001,PS2,Action,Sony Computer Entertainment,0.55,67
Batman: Vengeance,PLAYSTATION,2001,PS2,Adventure,Ubisoft,0.55,68
Tony Hawk's Pro Skater 3,XBOX,2002,XB,Sports,Activision,0.55,93
Resident Evil: Revelations 2,PLAYSTATION,2015,PS4,Action,Capcom,0.55,75
NBA 2K8,PLAYSTATION,2007,PS3,Sports,Take-Two Interactive,0.55,81
MX vs. ATV: Alive,XBOX,2011,X360,Racing,THQ,0.55,63
Shrek 2,XBOX,2004,XB,Platform,Activision,0.55,72
Lips: Number One Hits,XBOX,2009,X360,Misc,Microsoft Game Studios,0.55,70
Turok: Evolution,XBOX,2002,XB,Shooter,Acclaim Entertainment,0.55,68
Jak X: Combat Racing,PLAYSTATION,2005,PS2,Racing,Sony Computer Entertainment,0.55,76
American Idol,PLAYSTATION,2003,PS2,Misc,Codemasters,0.55,41
Red Dead Revolver,XBOX,2004,XB,Shooter,Take-Two Interactive,0.55,74
Sly Cooper: Thieves in Time,PLAYSTATION,2013,PS3,Platform,Sony Computer Entertainment Europe,0.54,75
Iron Man,PLAYSTATION,2008,PS2,Action,Sega,0.54,47
Spec Ops: The Line,PLAYSTATION,2012,PS3,Shooter,Take-Two Interactive,0.54,77
The SpongeBob SquarePants Movie,XBOX,2004,XB,Platform,THQ,0.54,74
NHL 14,PLAYSTATION,2013,PS3,Sports,Electronic Arts,0.54,80
F1 2013,PLAYSTATION,2013,PS3,Racing,Codemasters,0.54,77
Legends of WrestleMania,PLAYSTATION,2009,PS3,Fighting,THQ,0.54,70
Tiger Woods PGA Tour 08,XBOX,2007,X360,Sports,Electronic Arts,0.54,80
Dance Dance Revolution Ultramix,XBOX,2003,XB,Simulation,Konami Digital Entertainment,0.54,82
Crash Tag Team Racing,PLAYSTATION,2005,PS2,Racing,Vivendi Games,0.54,66
Front Mission 4,PLAYSTATION,2003,PS2,Strategy,Square Enix,0.54,75
F.E.A.R.,PLAYSTATION,2007,PS3,Shooter,Vivendi Games,0.54,72
Enslaved: Odyssey to the West,XBOX,2010,X360,Action,Namco Bandai Games,0.54,82
Dragon Ball Z: Shin Budokai,PLAYSTATION,2006,PSP,Fighting,Atari,0.54,70
Tiger Woods PGA Tour 13,PLAYSTATION,2012,PS3,Sports,Electronic Arts,0.54,75
Dynasty Warriors: Gundam 3,PLAYSTATION,2010,PS3,Action,Tecmo Koei,0.54,58
NBA Live 10,PLAYSTATION,2009,PS3,Sports,Electronic Arts,0.54,81
Metro 2033,XBOX,2010,X360,Shooter,THQ,0.54,77
Greg Hastings' Tournament Paintball,XBOX,2004,XB,Shooter,Activision,0.54,74
ESPN NBA Basketball,PLAYSTATION,2003,PS2,Sports,Sega,0.54,89
Dragon Ball Z: Ultimate Tenkaichi,XBOX,2011,X360,Fighting,Namco Bandai Games,0.54,55
Sacred 2: Fallen Angel,XBOX,2009,X360,Role-Playing,Deep Silver,0.54,71
Two Worlds II,XBOX,2011,X360,Role-Playing,Unknown,0.54,67
Over the Hedge,PLAYSTATION,2006,PS2,Platform,Activision,0.54,58
Mat Hoffman's Pro BMX,PLAYSTATION,2001,PS,Sports,Activision,0.54,80
NHL 14,XBOX,2013,X360,Sports,Electronic Arts,0.54,81
The Hobbit,PLAYSTATION,2003,PS2,Platform,Vivendi Games,0.54,59
War of the Monsters,PLAYSTATION,2003,PS2,Fighting,Sony Computer Entertainment,0.54,80
The Incredible Hulk: Ultimate Destruction,PLAYSTATION,2005,PS2,Action,Vivendi Games,0.54,83
Time Crisis: Razing Storm,PLAYSTATION,2010,PS3,Shooter,Namco Bandai Games,0.54,58
Time Crisis II,PLAYSTATION,2001,PS2,Shooter,Namco Bandai Games,0.53,81
NCAA March Madness 06,PLAYSTATION,2005,PS2,Sports,Electronic Arts,0.53,78
Valkyria Chronicles II,PLAYSTATION,2010,PSP,Role-Playing,Sega,0.53,83
Legacy of Kain: Defiance,PLAYSTATION,2003,PS2,Action,Eidos Interactive,0.53,75
NCAA March Madness 2005,PLAYSTATION,2004,PS2,Sports,Electronic Arts,0.53,78
007 Racing,PLAYSTATION,2000,PS,Racing,Electronic Arts,0.53,51
Tactics Ogre: Let Us Cling Together,PLAYSTATION,2010,PSP,Role-Playing,Square Enix,0.53,87
Conflict: Vietnam,PLAYSTATION,2004,PS2,Shooter,SCi,0.53,58
Dragon's Crown,PLAYSTATION,2013,PS3,Role-Playing,Nippon Ichi Software,0.53,82
MLB SlugFest 20-04,PLAYSTATION,2003,PS2,Sports,Midway Games,0.53,78
Blitz: The League,XBOX,2004,XB,Sports,Midway Games,0.53,78
Just Dance 2015,XBOX,2014,XOne,Misc,Ubisoft,0.53,70
The LEGO Movie Videogame,XBOX,2014,XOne,Action,Warner Bros. Interactive Entertainment,0.53,69
Peter Jackson's King Kong: The Official Game of the Movie,XBOX,2005,XB,Action,Ubisoft,0.53,82
Burnout Revenge,XBOX,2005,XB,Racing,Electronic Arts,0.53,89
Medal of Honor: European Assault,XBOX,2005,XB,Shooter,Electronic Arts,0.53,72
Ty the Tasmanian Tiger 2: Bush Rescue,PLAYSTATION,2004,PS2,Platform,Electronic Arts,0.53,71
The Lord of the Rings: The Fellowship of the Ring,XBOX,2002,XB,Action,Universal Interactive,0.53,59
NBA 06,PLAYSTATION,2005,PS2,Sports,Sony Computer Entertainment,0.53,63
ModNation Racers,PLAYSTATION,2010,PSP,Racing,Sony Computer Entertainment,0.53,73
Oni,PLAYSTATION,2001,PS2,Action,Take-Two Interactive,0.53,69
Tom Clancy's Ghost Recon Advanced Warfighter 2,PLAYSTATION,2007,PSP,Shooter,Ubisoft,0.53,61
Terminator Salvation,PLAYSTATION,2009,PS3,Shooter,Warner Bros. Interactive Entertainment,0.53,43
Juiced,PLAYSTATION,2005,PS2,Racing,THQ,0.53,68
The Warriors,PLAYSTATION,2005,PS2,Action,Take-Two Interactive,0.53,84
Bulletstorm,PLAYSTATION,2011,PS3,Shooter,Electronic Arts,0.53,83
Return to Castle Wolfenstein: Operation Resurrection,PLAYSTATION,2003,PS2,Shooter,Activision,0.53,66
Michael Jackson: The Experience,PLAYSTATION,2011,PS3,Misc,Ubisoft,0.52,66
Stuntman: Ignition,PLAYSTATION,2007,PS3,Racing,THQ,0.52,76
F.E.A.R. 2: Project Origin,XBOX,2009,X360,Shooter,Warner Bros. Interactive Entertainment,0.52,77
Tiger Woods PGA Tour 11,XBOX,2010,X360,Sports,Electronic Arts,0.52,79
The Golden Compass,PLAYSTATION,2007,PS2,Action,Sega,0.52,46
Final Fantasy Chronicles,PLAYSTATION,2001,PS,Role-Playing,Square,0.52,89
F1 2009,PLAYSTATION,2009,PSP,Racing,Codemasters,0.52,68
Syphon Filter 3,PLAYSTATION,2001,PS,Shooter,Sony Computer Entertainment,0.52,73
Metal Gear Solid 2: Substance,PLAYSTATION,2002,PS2,Action,Konami Digital Entertainment,0.52,87
NBA Live 08,XBOX,2007,X360,Sports,Electronic Arts,0.52,73
We Love Katamari,PLAYSTATION,2005,PS2,Puzzle,Electronic Arts,0.52,86
Sesame Street: Once Upon A Monster,XBOX,2011,X360,Misc,Warner Bros. Interactive Entertainment,0.52,79
NCAA Football 2003,XBOX,2002,XB,Sports,Electronic Arts,0.52,90
Madden NFL 07,PLAYSTATION,2006,PS3,Sports,Electronic Arts,0.52,76
NBA Live 09,PLAYSTATION,2008,PS3,Sports,Electronic Arts,0.52,75
Rory McIlroy PGA Tour,PLAYSTATION,2015,PS4,Action,Electronic Arts,0.52,61
SingStar Dance,PLAYSTATION,2010,PS3,Misc,Sony Computer Entertainment,0.52,65
Lords of the Fallen,PLAYSTATION,2014,PS4,Role-Playing,Square Enix,0.52,68
Tomb Raider: Legend,PLAYSTATION,2006,PS2,Action,Eidos Interactive,0.52,82
Freedom Fighters,PLAYSTATION,2003,PS2,Shooter,Electronic Arts,0.52,81
Silent Hill: Origins,PLAYSTATION,2007,PSP,Action,Konami Digital Entertainment,0.52,78
Gun,XBOX,2005,XB,Shooter,Activision,0.52,79
Fight Night Round 3,PLAYSTATION,2006,PSP,Fighting,Electronic Arts,0.52,74
The Punisher,PLAYSTATION,2005,PS2,Action,THQ,0.52,68
SSX On Tour,PLAYSTATION,2005,PS2,Sports,Electronic Arts,0.52,80
Disgaea 3: Absence of Justice,PLAYSTATION,2008,PS3,Role-Playing,Square Enix,0.52,78
Way of the Samurai 3,PLAYSTATION,2008,PS3,Action,Gamebridge,0.52,58
NBA Live 2002,PLAYSTATION,2001,PS,Sports,Electronic Arts,0.52,81
Way of the Samurai,PLAYSTATION,2002,PS2,Action,Eidos Interactive,0.51,74
The 3rd Birthday,PLAYSTATION,2010,PSP,Role-Playing,Square Enix,0.51,71
Kung Fu Panda,PLAYSTATION,2008,PS3,Action,Activision,0.51,76
Epic Mickey 2: The Power of Two,XBOX,2012,X360,Action,Disney Interactive Studios,0.51,59
Pac-Man Fever,PLAYSTATION,2001,PS2,Misc,Sony Computer Entertainment,0.51,47
HSX HyperSonic.Xtreme,PLAYSTATION,2002,PS2,Racing,Midas Interactive Entertainment,0.51,53
Lair,PLAYSTATION,2007,PS3,Action,Sony Computer Entertainment,0.51,53
Summoner,PLAYSTATION,2000,PS2,Role-Playing,THQ,0.51,74
DC Universe Online,PLAYSTATION,2011,PS3,Role-Playing,Sony Online Entertainment,0.51,67
NBA Live 07,PLAYSTATION,2006,PSP,Sports,Electronic Arts,0.51,64
IL-2 Sturmovik: Birds of Prey,XBOX,2009,X360,Simulation,505 Games,0.51,80
The Walking Dead: Survival Instinct,PLAYSTATION,2013,PS3,Shooter,Activision,0.51,34
Major League Baseball 2K10,XBOX,2010,X360,Sports,Take-Two Interactive,0.51,76
Ratatouille,PLAYSTATION,2007,PS3,Action,THQ,0.51,55
NBA Live 2004,XBOX,2003,XB,Sports,Electronic Arts,0.51,85
Alien: Isolation,XBOX,2014,XOne,Shooter,Sega,0.51,78
Ace Combat Zero: The Belkan War,PLAYSTATION,2006,PS2,Simulation,Namco Bandai Games,0.51,75
Dynasty Warriors,PLAYSTATION,2004,PSP,Action,Tecmo Koei,0.51,62
NHL 07,PLAYSTATION,2006,PS2,Sports,Electronic Arts,0.51,76
SoulCalibur: Broken Destiny,PLAYSTATION,2009,PSP,Fighting,Namco Bandai Games,0.51,80
Dragon Ball: Raging Blast,XBOX,2009,X360,Fighting,Namco Bandai Games,0.51,56
Naruto Shippuden: Ultimate Ninja Storm 3,XBOX,2013,X360,Fighting,Namco Bandai Games,0.51,70
The BIGS,PLAYSTATION,2007,PS2,Sports,Take-Two Interactive,0.51,71
NBA Ballers,XBOX,2004,XB,Sports,Midway Games,0.51,82
Silent Hill 4: The Room,PLAYSTATION,2004,PS2,Action,Konami Digital Entertainment,0.51,76
Capcom Classics Collection,PLAYSTATION,2005,PS2,Misc,Capcom,0.51,78
Tiger Woods PGA Tour 13,XBOX,2012,X360,Sports,Electronic Arts,0.51,77
